kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,koi_prad_log
11520459,K02226.01,,CANDIDATE,2.51,8.46354384,0.387,1.4078,792.2,805.0,99.37,26.1,5427.0,4.495,0.887,297.52542,49.401451,15.338,1.2556160374777743
7219825,K00238.01,Kepler-123 b,CONFIRMED,2.79,17.23232894,0.395,4.5568,509.8,817.0,105.47,64.1,6086.0,4.274,1.216,296.99863,42.78196,14.061,1.332366019094335
3749978,K02308.01,Kepler-1183 b,CONFIRMED,2.55,28.5057217,0.695,6.324,755.8,555.0,22.43,20.8,5712.0,4.534,0.87,292.23242,38.89222,15.778,1.2669476034873244
10010440,K02309.01,Kepler-1184 b,CONFIRMED,2.49,53.5991459,0.658,6.811,523.1,529.0,18.54,23.1,6319.0,4.447,1.032,291.28207,46.965988,14.953,1.2499017362143359
11718144,K02310.01,Kepler-1821 b,CONFIRMED,1.82,16.4581861,0.108,1.9637,435.8,644.0,40.61,22.4,5475.0,4.521,0.884,294.52545,49.872471,14.64,1.0367368849500223
4247991,K02311.01,,CANDIDATE,,191.86419296,,4.9,,,,,,,,287.24118,39.33276,12.57,
4247991,K02311.02,,CANDIDATE,,13.72549689,,7.62,,,,,,,,287.24118,39.33276,12.57,
10026544,K02312.01,,CANDIDATE,2.38,176.331289,0.2455,13.89,109.8,505.0,15.4,8.4,6146.0,3.8,2.251,297.28317,46.90453,12.982,1.2178757094949273
9473078,K02079.01,Kepler-1087 b,CONFIRMED,0.83,0.693842661,0.195,1.6197,49.3,2161.0,5182.78,28.9,5457.0,4.239,1.196,294.97882,46.00565,12.953,0.6043159668533294
10864531,K02080.01,Kepler-358 c,CONFIRMED,2.95,83.4887405,0.42,6.21,955.4,411.0,6.76,24.7,5910.0,4.505,0.94,293.23022,48.281368,15.375,1.3737155789130306
10864531,K02080.02,Kepler-358 b,CONFIRMED,2.96,34.0607677,0.786,2.471,818.9,554.0,22.32,20.5,5910.0,4.505,0.94,293.23022,48.281368,15.375,1.3762440252663892
2853780,K02081.01,,CANDIDATE,4.27,6.2141496,0.403,10.141,183.4,1506.0,1216.48,53.4,5295.0,3.617,3.152,291.72916,38.070019,13.439,1.6620303625532709
9472000,K02082.01,Kepler-1790 b,CONFIRMED,2.59,31.5888979,0.194,3.438,360.6,682.0,51.02,27.3,5866.0,4.175,1.367,294.56693,46.075802,14.143,1.2781522025001875
10253547,K02153.01,Kepler-364 c,CONFIRMED,2.81,59.9809868,0.918,7.588,282.4,568.0,24.58,25.2,6103.0,4.202,1.383,281.56995,47.398689,13.66,1.3376291891386096
10253547,K02153.02,Kepler-364 b,CONFIRMED,1.73,25.7457957,0.661,7.073,140.3,753.0,75.97,19.3,6103.0,4.202,1.383,281.56995,47.398689,13.66,1.0043016091968684
12505076,K02154.01,Kepler-1799 b,CONFIRMED,2.43,11.92979348,0.003,6.152,709.3,770.0,83.04,27.8,5831.0,4.517,0.921,288.30869,51.478291,15.844,1.2325602611778486
6185476,K00227.01,,CANDIDATE,2.45,17.65737838,0.8277,3.509,2155.7,350.0,3.55,117.2,3745.0,4.784,0.47,284.35202,41.519199,14.267,1.2383742310432684
12116380,K02155.01,Kepler-1123 b,CONFIRMED,2.11,4.3394569,0.821,2.3652,337.4,1061.0,300.07,31.6,5330.0,4.366,1.013,294.51767,50.670399,14.822,1.1346227261911428
2556650,K02156.01,Kepler-1124 b,CONFIRMED,1.66,2.852348262,0.295,0.7051,1402.9,621.0,34.95,33.3,3731.0,4.83,0.433,286.59427,37.891258,15.959,0.9783261227936076
10600955,K02227.01,Kepler-1151 b,CONFIRMED,3.93,65.6480892,0.949,5.746,588.7,485.0,13.04,22.0,5565.0,4.251,1.246,292.2478,47.878448,14.872,1.5953389880545987
10801100,K02228.01,,FALSE POSITIVE,39.16,102.653705,1.184,53.5887,687.3,562.0,23.66,82.1,6711.0,4.097,1.698,293.41794,48.198849,12.678,3.6928714753834737
4473226,K02229.01,Kepler-1682 b,CONFIRMED,2.54,14.83340944,0.399,3.927,783.0,694.0,54.74,19.1,5570.0,4.471,0.904,293.98358,39.57288,15.707,1.264126727145683
8914779,K02230.01,,FALSE POSITIVE,0.98,0.987338654,0.002,2.591,26.5,2669.0,11973.87,25.0,6258.0,3.939,1.896,300.77875,45.110222,11.511,0.6830968447064438
2854181,K02232.01,Kepler-1810 b,CONFIRMED,3.87,101.1323475,0.057,4.366,1502.9,380.0,4.91,25.7,5492.0,4.389,1.016,291.81302,38.088181,15.331,1.5830939370944985
8963721,K02233.01,,FALSE POSITIVE,2.83,1.811460943,0.971,5.065,428.5,1508.0,1224.37,83.9,5700.0,4.382,1.008,295.47537,45.239979,14.674,1.3428648031925547
10132832,K02313.01,Kepler-1186 b,CONFIRMED,2.14,16.07673148,0.108,2.205,488.0,724.0,64.75,19.3,5957.0,4.498,0.971,288.47964,47.101768,15.306,1.144222799920162
3219995,K02314.01,Kepler-1187 b,CONFIRMED,2.67,18.87058705,0.878,3.4701,588.0,701.0,56.97,28.5,6103.0,4.496,0.949,286.892,38.31855,14.562,1.3001916620664788
6062929,K02315.01,Kepler-1822 b,CONFIRMED,1.76,22.1334224,0.025,2.049,654.6,507.0,15.65,16.3,5165.0,4.633,0.702,297.28549,41.305592,15.571,1.0152306797290584
7504778,K02316.01,Kepler-1188 b,CONFIRMED,2.05,17.1369408,0.03,6.416,362.1,775.0,85.15,25.4,6218.0,4.421,1.077,283.10385,43.148041,15.004,1.1151415906193203
7219825,K00238.02,Kepler-123 c,CONFIRMED,1.4,26.6951944,0.136,4.576,132.6,706.0,58.81,13.4,6086.0,4.274,1.216,296.99863,42.78196,14.061,0.8754687373538999
7097965,K02083.01,Kepler-1791 b,CONFIRMED,2.53,7.72085047,0.963,1.8264,267.0,1021.0,257.14,25.0,5887.0,4.29,1.177,284.49033,42.648289,13.516,1.2612978709452054
4249725,K00222.01,Kepler-120 b,CONFIRMED,2.0,6.312508525,0.029,2.7455,1286.0,575.0,25.94,112.5,4090.0,4.696,0.571,287.89163,39.33913,14.735,1.0986122886681098
3967326,K02084.01,Kepler-1792 b,CONFIRMED,3.02,4.19577385,0.521,2.1557,874.2,1047.0,283.78,23.3,5229.0,4.378,1.005,294.84003,39.085991,15.168,1.3912819026309295
6768394,K02086.01,Kepler-60 b,CONFIRMED,1.64,7.1329472,0.612,4.368,145.0,1102.0,349.21,27.2,5862.0,4.194,1.307,288.96124,42.265011,13.959,0.9707789171582248
6768394,K02086.02,Kepler-60 c,CONFIRMED,1.84,8.91901228,0.619,4.141,180.6,1023.0,258.92,29.6,5862.0,4.194,1.307,288.96124,42.265011,13.959,1.0438040521731147
5211199,K02158.01,Kepler-1800 b,CONFIRMED,2.82,4.5620407,0.925,2.8521,81.6,1533.0,1306.97,22.8,5343.0,3.764,2.506,297.65143,40.352551,13.052,1.3402504226184837
8804455,K02159.01,,CANDIDATE,1.32,7.5966998,0.725,3.667,127.5,964.0,204.34,24.5,5716.0,4.343,1.091,285.13831,45.004539,13.482,0.8415671856782186
8804455,K02159.02,,FALSE POSITIVE,1.33,2.392630668,0.909,1.3705,101.5,1418.0,955.41,20.5,5716.0,4.343,1.091,285.13831,45.004539,13.482,0.8458682675776092
5546761,K02160.01,Kepler-1125 b,CONFIRMED,2.89,17.6700291,0.932,6.693,348.4,778.0,86.37,25.0,5795.0,4.265,1.247,295.48123,40.731979,14.874,1.358409157630355
5546761,K02160.02,,CANDIDATE,,15.40877383,,3.49,,,,,,,,295.48123,40.731979,14.874,
9205938,K02162.01,Kepler-1126 b,CONFIRMED,1.68,108.593113,0.007,7.989,338.2,374.0,4.64,24.3,5678.0,4.409,0.921,285.69199,45.689388,14.033,0.9858167945227653
10723367,K02236.01,Kepler-375 c,CONFIRMED,4.22,19.9865916,0.962,4.391,648.0,720.0,63.67,21.8,5500.0,4.218,1.238,288.61792,48.098412,15.699,1.6524974018945473
10723367,K02236.02,Kepler-375 b,CONFIRMED,2.5,12.12580644,0.805,3.289,327.5,851.0,123.78,14.0,5500.0,4.218,1.238,288.61792,48.098412,15.699,1.252762968495368
5005121,K02237.01,Kepler-1811 b,CONFIRMED,2.81,76.421501,0.015,7.218,578.4,455.0,10.11,23.9,5561.0,4.263,1.19,289.97934,40.14283,15.165,1.3376291891386096
4833421,K00232.05,Kepler-122 f,CONFIRMED,2.22,56.2590881,0.026,8.114,348.8,543.0,20.49,29.7,6038.0,4.284,1.191,291.11188,39.949108,14.247,1.169381359556317
8229458,K02238.01,Kepler-1152 b,CONFIRMED,0.86,1.646801683,0.129,1.1966,284.2,806.0,99.8,25.2,3810.0,4.753,0.513,290.43402,44.107651,14.634,0.6205764877251099
10684670,K02317.01,Kepler-1189 b,CONFIRMED,1.23,3.78861833,0.183,2.808,143.4,1158.0,424.17,18.2,5560.0,4.379,1.04,298.42633,47.946781,14.285,0.8020015854720274
11495458,K02318.01,Kepler-1190 b,CONFIRMED,1.25,10.45839865,0.009,3.154,306.8,609.0,32.45,18.6,4641.0,4.557,0.747,284.99963,49.47998,14.471,0.8109302162163288
9003401,K02319.01,Kepler-1823 b,CONFIRMED,1.56,21.1033014,0.125,2.059,192.5,718.0,62.99,21.3,6000.0,4.363,1.126,283.75482,45.335178,13.355,0.9400072584914712
5978559,K02321.01,Kepler-1824 b,CONFIRMED,2.37,95.6114617,0.046,7.489,487.4,421.0,7.45,21.6,6002.0,4.424,1.081,296.70724,41.203651,14.71,1.2149127443642704
8872048,K02323.01,,CANDIDATE,,58.35512552,,8.45,,,,,,,,286.07202,45.136711,15.484,
7746958,K02324.01,,CANDIDATE,1.55,1.204686597,0.328,0.823,233.2,1711.0,2026.81,10.8,5780.0,4.438,1.0,289.67786,43.458134,11.671,0.9360933591703349
6768394,K02086.03,Kepler-60 d,CONFIRMED,1.69,11.8984948,0.836,3.015,130.9,929.0,176.27,15.9,5862.0,4.194,1.307,288.96124,42.265011,13.959,0.9895411936137477
6922710,K02087.01,Kepler-1088 b,CONFIRMED,1.44,23.1274171,0.737,4.901,157.3,667.0,46.89,20.9,5865.0,4.393,1.066,281.56146,42.4505,11.863,0.8919980393051105
11348997,K02090.01,Kepler-1089 b,CONFIRMED,1.69,5.132486123,0.217,1.4575,908.4,584.0,27.41,35.4,3879.0,4.707,0.578,291.09274,49.19006,15.535,0.9895411936137477
5705819,K02091.01,Kepler-1793 b,CONFIRMED,2.12,8.77997349,0.481,3.2201,755.7,713.0,61.24,32.7,5191.0,4.597,0.764,291.91287,40.953892,15.789,1.1378330018213911
6696580,K02092.01,Kepler-359 c,CONFIRMED,5.14,57.6896212,0.924,5.118,1626.6,512.0,16.19,30.2,6228.0,4.441,1.049,293.29364,42.19635,15.886,1.814824742159051
11358389,K02163.01,Kepler-365 b,CONFIRMED,1.76,10.66489514,0.308,3.159,292.6,865.0,132.15,25.3,6014.0,4.436,1.021,295.62659,49.130428,14.651,1.0152306797290584
7204981,K02164.01,Kepler-1127 b,CONFIRMED,1.65,5.1233204,0.308,2.7466,286.2,994.0,231.12,25.1,5364.0,4.394,0.982,293.21738,42.720711,15.162,0.9745596399981308
3847907,K00229.01,Kepler-497 b,CONFIRMED,5.81,3.573202801,0.053,2.88,2975.0,1210.0,507.91,362.1,5646.0,4.37,1.08,290.76587,38.927959,14.72,1.918392120161421
4370527,K02166.01,Kepler-1128 b,CONFIRMED,3.36,61.6174528,0.091,3.816,1350.7,424.0,7.67,19.5,5480.0,4.485,0.931,293.06335,39.40345,15.722,1.4724720573609429
6041734,K02167.01,Kepler-1129 b,CONFIRMED,5.09,24.3398202,0.928,3.891,777.3,737.0,69.79,27.8,5596.0,4.105,1.466,291.60449,41.309361,15.28,1.8066480817218056
5125347,K02241.01,Kepler-1812 b,CONFIRMED,2.31,7.16520428,0.142,1.705,433.8,1034.0,270.34,17.6,6174.0,4.417,1.103,298.08453,40.283249,15.302,1.1969481893889715
9336200,K02242.01,Kepler-1153 b,CONFIRMED,1.94,1.755843555,0.893,1.9425,386.0,1343.0,771.02,25.1,5569.0,4.566,0.829,289.14722,45.86618,15.758,1.0784095813505903
4770617,K02243.01,Kepler-1154 b,CONFIRMED,2.34,5.18560081,0.012,4.054,252.6,1314.0,705.79,27.6,6172.0,4.198,1.471,297.47711,39.877239,14.806,1.205970806988609
4454934,K02245.01,Kepler-1155 b,CONFIRMED,2.45,33.4698571,0.876,4.749,370.7,609.0,32.52,23.2,5912.0,4.342,1.094,288.82059,39.52282,14.74,1.2383742310432684
9458343,K02246.01,Kepler-1156 b,CONFIRMED,1.33,11.89520436,0.067,3.433,184.3,787.0,90.77,22.3,5649.0,4.411,0.992,288.92401,46.057629,14.152,0.8458682675776092
7120108,K02325.01,Kepler-1825 b,CONFIRMED,1.57,1.025857984,0.779,0.8069,270.7,1520.0,1264.7,36.0,5123.0,4.501,0.847,292.51398,42.65176,14.413,0.9439058989071284
10730703,K02327.01,Kepler-1191 b,CONFIRMED,1.73,5.60013327,0.046,2.6508,329.2,952.0,194.26,22.8,5288.0,4.391,0.978,291.65778,48.009312,15.378,1.0043016091968684
8007644,K02328.01,Kepler-1192 b,CONFIRMED,2.42,25.2034128,0.168,4.515,697.1,600.0,30.62,22.3,5831.0,4.517,0.921,282.14056,43.89658,15.684,1.2296405510745139
11192235,K02329.01,Kepler-1826 b,CONFIRMED,1.37,1.615357809,0.931,1.1435,499.6,806.0,99.32,31.2,3821.0,4.755,0.486,292.76993,48.89962,15.655,0.8628899551470398
6383785,K00239.01,Kepler-501 b,CONFIRMED,4.59,5.640676975,0.033,2.8354,1453.3,1125.0,379.36,145.9,5794.0,4.282,1.216,297.20154,41.730209,14.762,1.7209792871670078
6696580,K02092.02,Kepler-359 b,CONFIRMED,4.0,25.5638626,0.85,4.685,1124.9,671.0,47.94,31.6,6228.0,4.441,1.049,293.29364,42.19635,15.886,1.6094379124341003
6525946,K02093.01,,CANDIDATE,20.75,6.78341325,0.665,3.5437,501.2,2628.0,11295.61,35.3,5096.0,2.435,8.769,292.95416,41.934799,15.357,3.079613757534693
4249725,K00222.02,Kepler-120 c,CONFIRMED,1.6,12.7945474,0.18,3.4197,816.7,455.0,10.1,54.1,4090.0,4.696,0.571,287.89163,39.33913,14.735,0.9555114450274363
8505920,K02094.01,Kepler-1090 c,CONFIRMED,3.44,42.4269647,0.962,5.907,632.4,496.0,14.33,26.0,5330.0,4.366,1.013,295.66287,44.525841,15.001,1.4906543764441333
7918992,K02095.01,Kepler-1091 b,CONFIRMED,1.5,1.434745129,0.108,1.862,200.7,1664.0,1813.0,28.4,5806.0,4.4,1.064,299.78546,43.67075,14.691,0.9162907318741551
6041734,K02167.02,,CANDIDATE,1.39,6.95787,0.1686,4.537,182.3,1047.0,284.4,1.8,6240.0,4.406,1.025,291.60449,41.309361,15.28,0.8712933659434193
11308499,K02168.01,Kepler-366 b,CONFIRMED,1.6,3.28192056,0.223,2.917,191.0,1326.0,728.9,24.5,5859.0,4.335,1.162,296.85205,49.084438,14.842,0.9555114450274363
11308499,K02168.02,Kepler-366 c,CONFIRMED,1.87,12.51610549,0.023,4.853,263.0,848.0,122.54,22.6,5859.0,4.335,1.162,296.85205,49.084438,14.842,1.0543120297715298
9006186,K02169.01,Kepler-1130 b,CONFIRMED,0.92,5.45298742,0.879,2.1328,86.0,904.0,158.12,21.0,5450.0,4.563,0.842,285.20749,45.38435,12.404,0.6523251860396903
9006186,K02169.02,Kepler-1130 c,CONFIRMED,0.68,3.26662733,0.623,2.056,59.9,1072.0,312.85,18.6,5450.0,4.563,0.842,285.20749,45.38435,12.404,0.5187937934151675
7802719,K02247.01,Kepler-1157 b,CONFIRMED,0.79,4.45743267,0.175,2.3226,175.7,732.0,67.7,20.8,4487.0,4.644,0.612,283.12103,43.525639,14.374,0.5822156198526637
11030475,K02248.01,Kepler-1813 b,CONFIRMED,1.3,2.81814715,0.305,1.763,278.6,1059.0,298.2,16.5,5167.0,4.555,0.787,292.23993,48.51157,15.498,0.832909122935104
11030475,K02248.02,,CANDIDATE,1.05,9.4907638,0.3638,2.713,197.4,704.0,58.01,7.3,5290.0,4.604,0.746,292.23993,48.51157,15.498,0.7178397931503169
11030475,K02248.03,,CANDIDATE,1.08,0.76196247,0.322,1.282,190.2,1638.0,1710.11,18.3,5167.0,4.555,0.787,292.23993,48.51157,15.498,0.7323678937132266
5023956,K00233.01,,FALSE POSITIVE,5.31,1.824649,0.901,4.2285,3218.5,1508.0,1222.28,184.3,6190.0,4.487,0.793,295.24182,40.155209,14.605,1.8421356765531218
12401863,K02331.01,Kepler-1193 b,CONFIRMED,1.37,2.832647249,0.374,2.306,114.7,1453.0,1054.98,27.5,5865.0,4.266,1.272,288.14478,51.27562,13.467,0.8628899551470398
5534941,K02332.01,Kepler-1827 b,CONFIRMED,1.24,3.70063251,0.71,5.408,68.6,1329.0,737.02,29.8,5423.0,4.105,1.404,292.25247,40.792721,13.024,0.8064758658669484
11121752,K02333.01,Kepler-380 b,CONFIRMED,1.2,3.93083997,0.222,2.932,101.4,1317.0,711.45,22.0,6038.0,4.284,1.191,282.39462,48.75914,13.652,0.7884573603642702
11121752,K02333.02,Kepler-380 c,CONFIRMED,1.39,7.63008196,0.628,2.78,124.0,1056.0,293.67,18.6,6038.0,4.284,1.191,282.39462,48.75914,13.652,0.8712933659434193
2990873,K02335.01,Kepler-1194 b,CONFIRMED,1.51,16.22378479,0.413,2.5462,262.3,676.0,49.35,20.6,5547.0,4.46,0.925,291.69955,38.145271,14.129,0.9202827531436926
9307509,K02096.01,Kepler-1794 b,CONFIRMED,1.94,9.76293284,0.499,3.064,553.2,703.0,57.59,23.6,5052.0,4.503,0.816,300.61969,45.788921,15.246,1.0784095813505903
10158729,K02097.01,Kepler-1092 b,CONFIRMED,2.06,58.601926,0.392,5.522,396.4,508.0,15.8,19.1,6250.0,4.44,1.019,297.72314,47.112659,14.649,1.1184149159642893
6105462,K02098.01,Kepler-1093 b,CONFIRMED,2.26,25.0823402,0.865,6.423,244.6,776.0,85.76,30.5,6429.0,4.241,1.262,284.978,41.420158,13.838,1.1817271953786161
3120355,K02099.01,Kepler-1094 b,CONFIRMED,3.37,78.0998908,0.528,8.422,656.9,480.0,12.52,23.8,5779.0,4.238,1.284,292.30124,38.26704,14.999,1.4747630091074988
6047072,K02100.01,Kepler-1095 b,CONFIRMED,1.22,4.27103727,0.02,2.2759,180.4,1108.0,356.54,24.6,5984.0,4.521,0.906,293.26245,41.36512,14.553,0.7975071958841881
9006186,K02169.03,Kepler-1130 d,CONFIRMED,0.64,4.27226421,0.744,2.113,48.9,981.0,218.63,13.7,5450.0,4.563,0.842,285.20749,45.38435,12.404,0.49469624183610705
9006186,K02169.04,,CANDIDATE,0.37,2.19251903,0.616,1.845,18.1,1225.0,533.25,6.6,5450.0,4.563,0.842,285.20749,45.38435,12.404,0.31481073984003355
11410904,K02171.01,Kepler-1131 b,CONFIRMED,1.43,3.53232429,0.299,2.765,224.2,1159.0,427.65,12.8,5761.0,4.492,0.956,295.65149,49.261292,14.972,0.8878912573524571
5021737,K00026.01,,FALSE POSITIVE,12.36,15.03946326,0.902,5.1008,5237.7,962.0,202.6,181.6,6501.0,4.212,1.441,294.73282,40.150341,11.997,2.5922651681085
3862246,K00230.01,,FALSE POSITIVE,37.24,4.702495974,1.303,2.3421,4787.3,981.0,219.08,101.1,5408.0,4.476,0.878,294.51746,38.956341,14.916,3.643882088183201
4173026,K02172.01,Kepler-1801 b,CONFIRMED,3.41,10.44087398,0.914,3.743,821.5,829.0,111.52,22.2,5738.0,4.426,0.981,295.164,39.201408,15.104,1.4838746894587547
10471621,K02554.01,,CANDIDATE,13.72,39.7557642,1.219,1.958,621.8,325.0,2.64,10.2,4405.0,4.732,0.511,292.37979,47.644611,15.439,2.6892071133007303
10471621,K02554.02,,CANDIDATE,0.94,10.27127527,0.046,3.029,343.5,510.0,16.02,17.5,4405.0,4.732,0.511,292.37979,47.644611,15.439,0.6626879730752367
5350244,K02555.01,Kepler-1276 b,CONFIRMED,1.09,12.5722897,0.252,4.765,86.5,886.0,145.82,12.4,6084.0,4.319,1.169,287.85699,40.54718,12.885,0.7371640659767197
5374403,K02556.01,Kepler-1277 b,CONFIRMED,1.5,40.8366307,0.363,4.956,264.8,496.0,14.3,18.7,5529.0,4.457,0.925,295.10242,40.572392,14.05,0.9162907318741551
10925113,K02557.01,,FALSE POSITIVE,1.31,11.7761073,0.829,2.829,281.3,619.0,34.75,15.1,5096.0,4.618,0.689,294.1239,48.348999,15.005,0.8372475245337022
11769801,K02633.01,,FALSE POSITIVE,46.43,29.7123181,1.202,70.3707,385.4,870.0,135.31,130.0,6440.0,3.984,1.921,295.14294,49.993069,11.549,3.85925493988949
11752906,K00253.02,Kepler-2000 c,CONFIRMED,1.57,20.6180348,0.155,3.267,769.5,359.0,3.92,16.3,3757.0,4.681,0.576,285.57434,49.962269,15.254,0.9439058989071284
1995519,K02634.01,Kepler-1299 b,CONFIRMED,2.42,19.9401211,0.862,4.283,758.9,588.0,28.29,18.0,5623.0,4.596,0.763,286.15015,37.411369,15.922,1.2296405510745139
4914566,K02635.01,Kepler-1300 b,CONFIRMED,2.04,22.2420032,0.897,7.532,63.5,954.0,195.54,16.2,5979.0,3.854,2.164,289.03302,40.086891,12.816,1.1118575154181303
6198182,K02636.01,Kepler-1864 b,CONFIRMED,0.59,3.88148385,0.252,2.679,36.3,1156.0,423.0,11.9,5854.0,4.469,0.979,289.68671,41.588928,12.32,0.4637340162321401
10024051,K02409.01,Kepler-1228 b,CONFIRMED,1.42,0.577369336,0.032,1.0852,400.4,1757.0,2239.26,68.3,5255.0,4.617,0.716,296.55307,46.96629,14.859,0.883767540168595
8676038,K02410.01,,FALSE POSITIVE,,186.65435483,,10.51,,,,,,,,285.74298,44.85783,15.141,
4349452,K00244.01,Kepler-25 c,CONFIRMED,4.75,12.720370263,0.787,2.7306,1180.1,934.0,180.23,485.5,6267.0,4.28,1.258,286.6384,39.487881,10.734,1.749199854809259
8676038,K02410.02,,FALSE POSITIVE,,86.59322294,,7.98,,,,,,,,285.74298,44.85783,15.141,
8073806,K02411.01,Kepler-1835 b,CONFIRMED,3.21,11.96407399,0.903,4.526,784.2,808.0,100.96,22.9,5903.0,4.437,0.961,280.31488,43.98571,15.361,1.43746264769429
10419312,K02412.01,,FALSE POSITIVE,9.48,2.493237866,0.975,2.644,259.2,2241.0,5975.48,20.7,5002.0,3.344,4.131,297.11157,47.534691,13.962,2.349468678892896
3234598,K02413.01,Kepler-383 b,CONFIRMED,1.49,12.90467523,0.553,3.28,412.4,545.0,20.91,21.2,4513.0,4.574,0.722,291.34259,38.363129,15.07,0.9122827104766162
10453588,K02484.01,Kepler-1253 b,CONFIRMED,1.47,68.8861017,0.241,5.925,143.9,501.0,14.91,19.5,5753.0,4.2,1.222,283.8851,47.637218,12.464,0.9042181506398859
11125613,K02485.01,Kepler-1254 b,CONFIRMED,1.68,9.99115241,0.691,2.657,391.7,660.0,44.77,16.7,4838.0,4.524,0.796,285.17334,48.770039,15.311,0.9858167945227653
8074328,K02486.01,,CANDIDATE,1.42,4.267961416,0.255,1.3427,127.4,1371.0,834.16,24.6,6395.0,4.275,1.237,280.69046,43.919182,13.047,0.883767540168595
7212184,K02487.01,Kepler-1255 b,CONFIRMED,3.1,36.292017,0.002,8.198,374.7,694.0,54.91,21.4,5843.0,4.069,1.615,295.23926,42.726479,15.251,1.410986973710262
6956014,K00031.01,,FALSE POSITIVE,50.6,0.925589891,0.616,1.967,400.8,6637.0,460202.18,20.6,4094.0,1.627,24.488,294.0318,42.468845,10.795,3.9435216724875173
9757613,K00250.02,Kepler-26 c,CONFIRMED,2.64,17.25121397,0.749,2.0371,2054.8,385.0,5.17,68.6,3879.0,4.708,0.537,284.94098,46.56654,15.473,1.2919836816486494
5307858,K02558.01,,FALSE POSITIVE,31.18,1.867281146,1.252,7.495,701.1,1561.0,1405.94,58.5,6117.0,4.457,1.025,299.41333,40.428478,15.6,3.471345141564237
6605493,K02559.01,Kepler-1686 b,CONFIRMED,1.21,9.30991834,0.551,3.455,114.5,913.0,164.38,19.2,5806.0,4.353,1.101,291.60675,42.035919,13.799,0.7929925155296614
4670217,K02560.01,,CANDIDATE,1.68,18.1209388,0.108,3.781,504.2,543.0,20.58,15.8,4905.0,4.536,0.774,295.70517,39.75684,15.486,0.9858167945227653
7259298,K02561.01,Kepler-1278 b,CONFIRMED,0.77,3.23941775,0.386,2.569,77.4,1213.0,511.14,17.2,6075.0,4.541,0.858,282.95694,42.825619,13.658,0.5709795465857378
9574179,K02637.01,,CANDIDATE,1.15,3.98864999,0.355,3.516,94.2,1233.0,547.73,12.4,5692.0,4.288,1.188,284.72894,46.206478,15.016,0.7654678421395714
6211812,K02638.01,Kepler-1865 b,CONFIRMED,1.5,2.524017517,0.077,1.1968,303.0,1203.0,495.14,19.8,5420.0,4.487,0.871,293.94116,41.5905,15.55,0.9162907318741551
11391755,K02639.01,,CANDIDATE,2.22,25.1123362,0.007,7.922,398.8,691.0,53.73,11.8,6133.0,4.367,1.112,285.36517,49.201561,15.527,1.169381359556317
11391755,K02639.02,,CANDIDATE,5.75,2.121023807,1.0045,0.3673,263.9,1573.0,1446.5,6.4,6133.0,4.367,1.112,285.36517,49.201561,15.527,1.9095425048844386
9088780,K02640.01,,CANDIDATE,,33.18089453,,15.24,,,,,,,,291.80984,45.435478,13.226,
8894646,K02641.01,,CANDIDATE,0.84,3.55557922,0.269,3.24,60.4,1270.0,615.03,15.5,5839.0,4.337,1.082,294.99585,45.119579,13.845,0.6097655716208943
3234598,K02413.02,Kepler-383 c,CONFIRMED,1.47,31.2012202,0.714,4.077,360.1,406.0,6.44,13.7,4513.0,4.574,0.722,291.34259,38.363129,15.07,0.9042181506398859
8611832,K02414.01,Kepler-384 b,CONFIRMED,1.3,22.5968256,0.062,6.179,142.9,670.0,47.7,22.2,5610.0,4.301,1.104,286.02612,44.782871,13.584,0.832909122935104
8611832,K02414.02,Kepler-384 c,CONFIRMED,1.61,45.3486381,0.847,4.858,162.9,531.0,18.84,15.9,5610.0,4.301,1.104,286.02612,44.782871,13.584,0.959350221334602
5621586,K02415.01,Kepler-1836 b,CONFIRMED,2.12,5.25419589,0.007,2.9878,461.8,1093.0,338.15,26.1,6123.0,4.472,0.987,292.31512,40.838821,15.659,1.1378330018213911
9210387,K02416.01,Kepler-1837 b,CONFIRMED,1.77,5.90608902,0.025,2.409,340.7,1012.0,247.83,9.3,5966.0,4.493,0.961,288.20764,45.683479,15.466,1.0188473201992472
11852982,K00247.01,Kepler-1712 b,CONFIRMED,1.91,13.81504449,0.868,2.3244,1032.6,391.0,5.52,46.7,3732.0,4.736,0.509,284.9986,50.14679,14.216,1.0681530811834012
8559152,K02488.01,Kepler-1256 b,CONFIRMED,1.5,12.4128518,0.711,4.298,108.1,933.0,179.24,19.4,5945.0,4.196,1.346,291.4743,44.68351,13.539,0.9162907318741551
2718778,K02489.01,Kepler-1844 b,CONFIRMED,1.82,3.92453009,0.112,3.691,463.5,1074.0,314.25,25.3,5776.0,4.554,0.849,292.6904,37.93457,15.708,1.0367368849500223
3122913,K02490.01,Kepler-1845 b,CONFIRMED,1.88,11.60653061,0.024,2.194,771.7,584.0,27.47,17.8,4703.0,4.582,0.701,292.90161,38.297081,15.701,1.0577902941478545
9229657,K02491.01,Kepler-1257 b,CONFIRMED,1.48,2.66831274,0.333,2.4141,266.2,1252.0,581.38,23.3,5806.0,4.528,0.899,296.07568,45.62706,15.553,0.9082585601768908
