kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,koi_prad_log
10415227,K02562.01,,FALSE POSITIVE,1.33,2.9322509,0.457,2.931,181.2,1312.0,700.81,13.1,6106.0,4.487,0.966,295.85266,47.503578,15.662,0.8458682675776092
5175024,K02563.01,Kepler-1279 b,CONFIRMED,1.34,23.4772553,0.013,6.735,141.4,738.0,70.05,17.6,6384.0,4.361,1.121,288.09564,40.365971,13.973,0.8501509293696101
9026749,K02564.01,Kepler-1280 b,CONFIRMED,4.96,66.5576728,0.254,10.532,214.2,757.0,77.68,21.3,5734.0,3.591,3.405,293.57394,45.384541,14.074,1.7850704810772584
12216278,K02565.01,,FALSE POSITIVE,2.15,2.01948607,0.977,5.248,275.4,1430.0,988.37,27.9,5884.0,4.481,0.944,295.5582,50.828388,15.415,1.1474024528375417
9159242,K02566.01,,FALSE POSITIVE,0.86,3.04468229,0.623,5.951,71.4,1244.0,566.03,22.2,5575.0,4.363,0.98,293.67426,45.517239,14.028,0.6205764877251099
12061096,K02642.01,,FALSE POSITIVE,2.46,15.05028313,0.3125,1.848,615.2,735.0,69.16,13.4,5887.0,4.49,0.989,291.13638,50.575939,15.612,1.2412685890696329
5794240,K00254.01,Kepler-45 b,CONFIRMED,10.6,2.455240626,0.144,1.72722,36912.0,730.0,67.3,1341.6,3793.0,4.697,0.568,292.87289,41.06427,15.979,2.451005098112319
6933567,K02643.01,Kepler-1301 b,CONFIRMED,1.35,9.08233411,0.262,2.008,296.9,734.0,68.75,15.8,5354.0,4.587,0.788,286.60416,42.440319,15.4,0.8544153281560676
9993529,K02644.01,,FALSE POSITIVE,1.24,0.790539912,0.008,1.0567,277.3,1502.0,1200.65,31.5,4791.0,4.541,0.767,282.40594,46.90448,14.864,0.8064758658669484
11303815,K02645.01,,FALSE POSITIVE,1.82,1.705782214,0.709,1.007,278.0,1455.0,1060.41,11.5,5387.0,4.38,1.009,295.06241,49.049278,15.272,1.0367368849500223
6044553,K02646.01,,FALSE POSITIVE,16.99,0.532086296,1.199,4.023,495.8,1790.0,2417.28,85.2,5271.0,4.636,0.698,292.48703,41.311119,15.397,2.8898160479624417
9654468,K02417.01,Kepler-1684 b,CONFIRMED,2.89,47.7052566,0.918,5.959,1161.5,347.0,3.42,22.8,4551.0,4.609,0.672,294.00543,46.310692,16.22,1.358409157630355
4349452,K00244.02,Kepler-25 b,CONFIRMED,2.53,6.238535444,0.008,3.5255,401.6,1185.0,465.61,274.5,6267.0,4.28,1.258,286.6384,39.487881,10.734,1.2612978709452054
10027247,K02418.01,Kepler-1229 b,CONFIRMED,1.68,86.829519,0.953,7.464,751.0,196.0,0.35,15.1,3576.0,4.791,0.463,297.48669,46.996712,15.474,0.9858167945227653
6343170,K02419.01,Kepler-1230 b,CONFIRMED,3.41,9.95667035,0.949,3.534,586.8,946.0,189.48,16.8,6165.0,4.365,1.115,283.2645,41.711449,15.309,1.4838746894587547
7107802,K02420.01,Kepler-1231 b,CONFIRMED,1.64,10.41728722,0.12,4.125,210.4,870.0,135.34,20.3,5557.0,4.288,1.151,288.58835,42.605659,14.746,0.9707789171582248
11752632,K02492.01,Kepler-1258 b,CONFIRMED,1.49,0.984941669,0.045,1.9724,81.4,2335.0,7044.68,22.9,5825.0,4.046,1.662,285.40494,49.99474,13.835,0.9122827104766162
10028535,K02493.01,Kepler-1259 b,CONFIRMED,1.6,0.663085361,0.841,1.1522,322.7,1681.0,1894.94,35.3,5172.0,4.6,0.767,297.84149,46.967682,15.304,0.9555114450274363
7047207,K02494.01,Kepler-1260 b,CONFIRMED,2.33,19.1187425,0.74,6.805,217.5,823.0,108.48,20.5,5862.0,4.148,1.463,295.59125,42.555241,14.838,1.2029723039923526
5212220,K02495.01,,FALSE POSITIVE,4.91,1.08749101,0.979,1.6192,126.4,3081.0,21388.7,33.5,5988.0,3.594,3.204,297.85938,40.326939,13.214,1.776645831418007
9964748,K02496.01,,FALSE POSITIVE,0.91,1.183818383,0.17,1.393,84.3,1775.0,2337.65,12.7,6014.0,4.459,0.992,297.04852,46.867981,14.675,0.6471032420585384
9842937,K02567.01,,FALSE POSITIVE,1.33,4.98845099,0.041,7.453,193.9,1055.0,292.71,23.3,5695.0,4.411,0.961,296.44901,46.623589,15.331,0.8458682675776092
9757613,K00250.03,Kepler-26 d,CONFIRMED,1.21,3.543919702,0.022,1.8717,507.0,652.0,42.68,38.2,3879.0,4.708,0.537,284.94098,46.56654,15.473,0.7929925155296614
8247770,K02569.01,,CANDIDATE,1.37,8.28157072,0.042,3.1,139.2,956.0,197.82,12.9,5640.0,4.288,1.175,296.603,44.14082,14.273,0.8628899551470398
6867588,K02571.01,,CANDIDATE,0.96,0.82628442,0.28,0.9603,134.9,1629.0,1654.69,25.6,5218.0,4.548,0.829,293.13705,42.350479,14.434,0.6729444732424258
7501646,K02572.01,,CANDIDATE,2.15,6.37705295,0.234,1.949,502.8,935.0,180.66,17.9,5672.0,4.503,0.965,281.59235,43.177879,15.522,1.1474024528375417
11962284,K02647.01,Kepler-1302 b,CONFIRMED,1.94,8.83929462,0.924,1.719,316.2,778.0,86.5,14.8,5330.0,4.491,0.87,290.98923,50.30806,15.102,1.0784095813505903
2573056,K02648.01,,FALSE POSITIVE,1.88,0.631795416,0.433,1.0703,145.2,2797.0,14547.08,24.7,6414.0,4.173,1.519,290.84714,37.864052,14.676,1.0577902941478545
6842682,K02649.01,Kepler-1303 b,CONFIRMED,1.2,7.56126152,0.253,2.851,180.6,891.0,149.17,15.7,5853.0,4.529,0.895,284.28714,42.35561,14.64,0.7884573603642702
8890150,K02650.01,Kepler-395 c,CONFIRMED,1.14,34.9897847,0.034,4.208,498.5,292.0,1.71,11.5,3765.0,4.725,0.521,293.51108,45.136589,15.987,0.76080582903376
8890150,K02650.02,Kepler-395 b,CONFIRMED,1.0,7.05429483,0.48,1.716,359.3,497.0,14.46,11.2,3765.0,4.725,0.521,293.51108,45.136589,15.987,0.6931471805599453
8838950,K02421.01,,CANDIDATE,0.55,2.27050106,0.473,1.903,106.7,903.0,157.05,15.9,4671.0,4.721,0.528,298.41931,45.071442,14.363,0.4382549309311553
11360805,K02422.01,Kepler-1232 b,CONFIRMED,1.59,26.7838935,0.036,4.584,365.3,523.0,17.69,20.9,5242.0,4.512,0.856,296.55005,49.102322,14.803,0.9516578757114464
9845898,K02423.01,Kepler-1233 b,CONFIRMED,2.32,45.126216,0.49,6.656,373.1,604.0,31.54,17.1,6499.0,4.378,1.169,297.37509,46.662209,14.689,1.199964782928397
12453581,K02424.01,Kepler-1234 b,CONFIRMED,1.86,11.94019101,0.348,2.866,631.7,625.0,35.99,15.6,5073.0,4.607,0.748,287.52203,51.375858,15.912,1.0508216248317612
11922678,K02425.01,,FALSE POSITIVE,1.1,3.51295674,0.499,3.06,83.1,1434.0,999.6,22.5,6453.0,4.326,1.17,295.96283,50.24025,13.51,0.7419373447293773
11179076,K02497.01,Kepler-1261 b,CONFIRMED,2.78,48.4313003,0.846,4.03,886.4,396.0,5.81,17.3,4891.0,4.516,0.805,285.23245,48.806721,15.605,1.3297240096314962
5364071,K00248.01,Kepler-49 b,CONFIRMED,2.25,7.203855862,0.037,2.5418,1765.9,509.0,15.87,101.1,3834.0,4.708,0.539,292.29459,40.591789,15.264,1.1786549963416462
5959719,K02498.01,Kepler-390 b,CONFIRMED,0.73,6.73808701,0.148,2.591,92.9,786.0,90.19,14.4,5168.0,4.566,0.769,291.62878,41.208599,13.942,0.5481214085096876
5544903,K02499.01,,FALSE POSITIVE,2.45,7.57571414,0.413,2.357,418.5,1075.0,315.8,12.8,6418.0,4.395,1.171,295.0174,40.728001,15.614,1.2383742310432684
5542983,K02501.01,,FALSE POSITIVE,2.11,4.76887671,0.654,1.672,115.8,1532.0,1303.61,20.0,6063.0,3.926,1.855,294.50977,40.726452,13.388,1.1346227261911428
8256453,K02573.01,,FALSE POSITIVE,23.45,1.347512632,1.252,1.9817,2651.8,1346.0,775.18,88.7,5316.0,4.585,0.685,298.77756,44.119942,15.894,3.196630215920881
9474493,K02574.01,,FALSE POSITIVE,1.32,0.512581697,0.283,1.5789,259.1,2009.0,3827.79,45.2,5547.0,4.571,0.82,295.46658,46.012402,15.338,0.8415671856782186
4551663,K02576.01,,FALSE POSITIVE,1.03,12.07760884,0.264,2.233,151.0,708.0,59.51,14.0,5370.0,4.471,0.845,288.77112,39.66798,14.166,0.708035793053696
12257999,K02577.01,,CANDIDATE,20.83,18.55581565,0.073,5.372,565.9,1793.0,2442.24,33.2,5988.0,2.982,8.841,291.28772,50.909149,13.506,3.0832851705618523
6922203,K02578.01,,CANDIDATE,25.95,13.33094869,1.199,1.426,725.6,815.0,104.37,17.1,5991.0,4.394,1.039,281.26013,42.40329,14.847,3.2939832973550063
11752908,K02651.01,,FALSE POSITIVE,2.35,6.38315744,0.029,1.7075,1112.6,787.0,91.0,23.8,5262.0,4.623,0.714,285.57492,49.960892,15.554,1.208960345836975
7021681,K00255.01,Kepler-505 b,CONFIRMED,2.47,27.52194772,0.35,4.047,2312.8,314.0,2.28,106.5,3780.0,4.746,0.511,287.85812,42.542629,15.108,1.244154593958768
4346178,K02652.01,Kepler-1304 b,CONFIRMED,2.94,16.1289679,0.968,6.271,389.0,715.0,61.87,21.3,5392.0,4.314,1.087,285.27643,39.446911,15.022,1.3711807233098425
9664142,K02654.01,Kepler-1305 b,CONFIRMED,1.75,13.5631157,0.704,5.438,336.4,733.0,68.41,15.4,5853.0,4.529,0.895,297.33945,46.347252,15.785,1.0116009116784799
10018233,K02655.01,Kepler-1306 b,CONFIRMED,1.83,16.2959916,0.213,2.116,369.6,678.0,49.81,15.7,5495.0,4.442,0.961,294.47833,46.945862,15.243,1.0402767116551463
8081899,K02426.01,Kepler-1235 b,CONFIRMED,0.7,4.16056658,0.069,2.61,75.8,985.0,222.54,16.3,5481.0,4.574,0.815,284.90302,43.95396,13.889,0.5306282510621704
10189557,K02427.01,,FALSE POSITIVE,1.15,2.93101771,0.523,2.231,199.1,1134.0,390.28,15.0,5485.0,4.5,0.788,283.02725,47.249882,15.484,0.7654678421395714
8478994,K00245.01,Kepler-37 d,CONFIRMED,1.9,39.79220077,0.019,4.466,610.4,458.0,10.38,179.5,5437.0,4.571,0.781,284.05954,44.518215,9.705,1.0647107369924282
9965184,K02428.01,,FALSE POSITIVE,2.11,16.2276756,0.633,3.699,525.8,648.0,41.57,20.5,5328.0,4.447,0.883,297.18564,46.825298,15.388,1.1346227261911428
9911882,K02429.01,,FALSE POSITIVE,17.94,1.595630597,1.21,1.793,259.6,1346.0,778.05,18.3,5632.0,4.616,0.729,299.07828,46.78616,15.112,2.9412760877579323
8631504,K02503.01,Kepler-1846 b,CONFIRMED,0.96,14.8200596,0.059,3.902,184.9,552.0,21.92,21.9,4825.0,4.603,0.732,294.39105,44.762959,14.146,0.6729444732424258
8110767,K02504.01,Kepler-1685 b,CONFIRMED,2.34,20.49041,0.011,4.369,661.8,625.0,36.01,23.3,5681.0,4.524,0.923,296.18829,43.936852,15.93,1.205970806988609
5471574,K02505.01,,FALSE POSITIVE,29.27,0.962827066,1.079,4.48,86.3,3399.0,31471.91,28.7,6534.0,3.647,3.028,297.68881,40.643661,13.398,3.410157123033627
6767840,K02506.01,Kepler-1262 b,CONFIRMED,1.79,8.679037,0.224,2.864,301.6,949.0,191.84,19.9,6117.0,4.42,1.027,288.77182,42.213219,15.18,1.0260415958332743
8379705,K02507.01,Kepler-1847 b,CONFIRMED,1.93,11.1296971,0.572,2.942,371.0,843.0,119.44,14.7,6122.0,4.487,0.964,296.60141,44.32526,15.859,1.0750024230289759
9896018,K02579.01,Kepler-1859 b,CONFIRMED,1.53,2.7296036,0.509,2.721,145.6,1455.0,1056.15,18.4,5887.0,4.292,1.235,293.98871,46.718021,15.147,0.9282193027394289
11037511,K02580.01,Kepler-1281 b,CONFIRMED,1.59,3.11604194,0.195,1.7763,345.2,1123.0,375.55,18.8,5591.0,4.559,0.86,295.35446,48.5154,15.79,0.9516578757114464
9757613,K00250.04,Kepler-26 e,CONFIRMED,2.13,46.82767725,0.393,1.9033,1537.7,276.0,1.37,32.4,3879.0,4.708,0.537,284.94098,46.56654,15.473,1.1410330045520618
11818872,K02581.01,Kepler-1860 b,CONFIRMED,0.87,12.7372371,0.364,3.358,100.8,697.0,55.82,12.9,5420.0,4.502,0.868,294.35092,50.081089,13.463,0.6259384308664953
11771430,K02582.01,Kepler-1861 b,CONFIRMED,2.01,40.0306267,0.322,4.815,214.5,617.0,34.19,19.5,5855.0,4.227,1.373,295.84653,49.936131,13.628,1.1019400787607843
5513012,K02668.01,Kepler-1310 b,CONFIRMED,1.4,0.679336747,0.209,1.2188,240.7,1883.0,2982.78,36.7,5440.0,4.491,0.913,283.92004,40.740131,14.159,0.8754687373538999
11761199,K02669.01,,FALSE POSITIVE,46.07,213.6103207,0.977,10.7643,110990.0,291.0,1.69,534.5,5931.0,4.554,0.845,290.75183,49.972301,15.619,3.851635855413051
8074805,K02670.01,,FALSE POSITIVE,24.4,170.8658492,0.684,16.9895,29841.0,387.0,5.33,897.0,5989.0,4.221,1.324,281.05594,43.92374,14.412,3.2347491740244907
2437505,K02671.01,,CANDIDATE,59.5,21.47642727,0.006,5.5498,348130.0,655.0,43.52,124.8,5780.0,4.438,1.0,290.23032,37.777481,17.29,4.102643365036796
2437505,K02671.02,,FALSE POSITIVE,5.97,17.5509742,0.2023,4.064,3859.0,700.0,56.9,9.7,5780.0,4.438,1.0,290.23032,37.777481,17.29,1.9416152247724325
11253827,K02672.01,Kepler-396 c,CONFIRMED,4.7,88.5122014,0.242,6.8214,2518.7,390.0,5.47,63.1,5593.0,4.45,0.945,296.13281,48.977402,11.921,1.7404661748405046
3533469,K02430.01,,FALSE POSITIVE,1.5,10.21507506,0.1,3.395,258.6,780.0,87.48,17.4,5406.0,4.433,0.95,288.10608,38.659061,14.338,0.9162907318741551
8956706,K02431.01,,FALSE POSITIVE,1.91,8.3806973,0.5317,3.028,650.8,701.0,57.04,4.6,5062.0,4.601,0.735,293.24487,45.298279,15.97,1.0681530811834012
7047363,K02432.01,Kepler-1236 b,CONFIRMED,1.85,31.0572947,0.335,3.401,636.6,480.0,12.57,15.8,5395.0,4.615,0.734,295.62469,42.545898,15.956,1.0473189942805592
11968463,K02433.01,Kepler-385 c,CONFIRMED,3.12,15.1622287,0.959,7.332,479.8,829.0,111.74,28.5,6325.0,4.409,1.112,294.33847,50.33654,15.212,1.415853163361435
11968463,K02433.02,Kepler-385 b,CONFIRMED,2.94,10.04378351,0.953,5.548,437.9,951.0,193.39,28.8,6325.0,4.409,1.112,294.33847,50.33654,15.212,1.3711807233098425
8836888,K02508.01,,CANDIDATE,1.51,7.10397925,0.192,1.5398,370.5,818.0,105.84,16.8,5488.0,4.584,0.789,297.90738,45.03231,15.164,0.9202827531436926
9880190,K02509.01,Kepler-1263 b,CONFIRMED,1.13,4.5513988,0.248,2.457,188.7,907.0,159.65,19.4,5009.0,4.491,0.84,286.48364,46.752621,15.035,0.7561219797213337
5364071,K00248.02,Kepler-49 c,CONFIRMED,2.13,10.91274065,0.685,2.1801,1387.2,443.0,9.12,57.4,3834.0,4.708,0.539,292.29459,40.591789,15.264,1.1410330045520618
5392702,K02510.01,,FALSE POSITIVE,18.13,12.2141545,1.175,10.262,535.8,683.0,51.37,24.7,5435.0,4.578,0.824,299.03641,40.583172,15.352,2.9512577834521614
8429566,K02511.01,,FALSE POSITIVE,1.09,3.732261,0.4,2.054,153.6,1119.0,369.47,15.7,5762.0,4.495,0.867,291.35867,44.424252,14.834,0.7371640659767197
10387742,K02583.01,Kepler-1998 b,CONFIRMED,0.6,3.03267135,0.238,1.774,42.4,1187.0,468.31,15.6,5640.0,4.492,0.921,283.42911,47.59251,12.623,0.4700036292457356
7673841,K02585.01,Kepler-392 b,CONFIRMED,0.95,5.34182466,0.07,3.577,70.5,1125.0,379.09,19.2,5767.0,4.287,1.135,288.66077,43.36808,13.455,0.6678293725756554
9827149,K02586.01,Kepler-1282 b,CONFIRMED,1.66,2.131945045,0.209,1.8061,269.4,1418.0,955.16,22.9,5845.0,4.469,1.013,290.17618,46.698341,15.545,0.9783261227936076
5546691,K02587.01,Kepler-1283 b,CONFIRMED,1.13,12.9462567,0.109,9.568,168.7,764.0,80.34,15.7,6058.0,4.54,0.867,295.46234,40.77697,15.079,0.7561219797213337
12156347,K02588.01,Kepler-1687 b,CONFIRMED,1.5,5.77957133,0.946,2.5213,396.6,598.0,30.22,18.9,4102.0,4.687,0.581,289.74277,50.787041,15.484,0.9162907318741551
8636539,K02656.01,,CANDIDATE,1.33,6.77367892,0.228,3.579,150.7,1083.0,324.84,15.1,6392.0,4.425,1.072,296.00543,44.71851,15.024,0.8458682675776092
9283156,K02657.01,,CANDIDATE,0.58,5.22402436,0.12,2.608,48.1,941.0,185.16,15.1,5487.0,4.512,0.84,292.76175,45.727242,12.869,0.4574248470388754
8547429,K02658.01,Kepler-1866 b,CONFIRMED,2.08,11.6601667,0.983,5.882,181.0,834.0,114.36,20.4,5791.0,4.381,1.083,286.22464,44.654469,14.406,1.1249295969854831
8803882,K02659.01,,FALSE POSITIVE,2.57,89.465468,0.931,9.88,67.9,549.0,21.43,5.7,5192.0,3.773,2.46,284.79694,45.099091,12.998,1.2725655957915476
9893318,K02660.01,Kepler-1307 b,CONFIRMED,2.39,18.0161227,0.023,4.016,499.5,768.0,82.38,16.7,6245.0,4.406,1.065,292.86984,46.741859,15.394,1.220829921392359
6864885,K02434.01,,FALSE POSITIVE,29.55,40.8777605,1.262,9.745,719.1,526.0,18.15,23.6,5930.0,4.489,0.937,292.35745,42.389149,15.59,3.4193646856176043
5097868,K02435.01,,FALSE POSITIVE,2.6,6.80243431,1.0,3.817,249.1,895.0,151.72,14.9,5836.0,4.561,0.816,291.37408,40.263371,15.188,1.2809338454620642
8570333,K02436.01,Kepler-1237 b,CONFIRMED,2.59,84.5733346,0.024,5.762,891.6,366.0,4.26,20.4,5418.0,4.543,0.888,295.62927,44.69062,15.758,1.2781522025001875
8478994,K00245.02,Kepler-37 c,CONFIRMED,0.72,21.30181863,0.086,3.8763,87.3,564.0,23.89,32.4,5437.0,4.571,0.781,284.05954,44.518215,9.705,0.5423242908253617
5036705,K02437.01,Kepler-1238 b,CONFIRMED,1.93,4.14789051,0.878,3.829,137.6,1389.0,878.32,16.4,6150.0,4.223,1.417,297.90579,40.162861,14.725,1.0750024230289759
9574158,K02512.01,,CANDIDATE,3.14,15.92108138,0.972,1.5443,716.8,645.0,40.88,16.1,5595.0,4.57,0.82,284.71988,46.25079,15.523,1.420695787837223
9653622,K02513.01,Kepler-2002 b,CONFIRMED,28.47,19.0054098,1.228,1.843,542.4,758.0,78.19,20.2,6347.0,4.423,1.036,293.66885,46.37925,14.839,3.3833727967496032
4391348,K02514.01,,FALSE POSITIVE,1.33,1.96433113,0.16,2.381,139.1,1638.0,1704.63,14.2,6306.0,4.405,1.121,297.40906,39.490292,15.083,0.8458682675776092
7294743,K02516.01,,CANDIDATE,1.43,2.81043228,0.351,3.874,47.4,1701.0,1978.53,17.8,5415.0,3.868,2.079,295.45367,42.858799,13.388,0.8878912573524571
8947520,K02517.01,Kepler-1264 b,CONFIRMED,1.21,0.968527683,0.941,1.3672,114.6,1677.0,1867.0,16.9,5580.0,4.538,0.886,289.88437,45.211498,14.511,0.7929925155296614
10468885,K02589.01,Kepler-1284 b,CONFIRMED,1.19,0.664074145,0.525,1.0925,212.6,1703.0,1998.48,20.9,5178.0,4.585,0.797,291.27899,47.687649,15.645,0.7839015438284094
12016267,K02590.01,,FALSE POSITIVE,1.01,11.7489907,0.1228,4.043,36.7,1114.0,363.51,12.5,6440.0,4.081,1.655,293.50702,50.450119,11.638,0.6981347220709844
6765135,K02592.01,,CANDIDATE,2.87,175.603366,0.952,9.543,506.8,348.0,3.46,14.7,6225.0,4.461,1.009,287.75229,42.244781,15.054,1.3532545070416904
3861595,K00004.01,Kepler-1658 b,CONFIRMED,12.94,3.849371737,0.915,2.632,1298.6,2034.0,4055.29,132.7,6244.0,3.657,2.992,294.35654,38.94738,11.432,2.6347624053323777
5725087,K00033.01,,FALSE POSITIVE,51.34,0.366197145,0.319,1.2335,275.3,9983.0,2335438.28,16.7,4448.0,1.694,31.5,296.9679,40.926769,11.059,3.9577608971019997
10489206,K00251.01,Kepler-125 b,CONFIRMED,2.54,4.164384505,0.59,1.8464,2338.0,590.0,28.75,132.1,3808.0,4.754,0.508,298.25812,47.604939,14.752,1.264126727145683
3426367,K02662.01,Kepler-1308 b,CONFIRMED,0.79,2.10433534,0.872,1.1168,242.1,662.0,45.34,20.7,3605.0,4.837,0.433,285.92889,38.520981,14.488,0.5822156198526637
5562090,K02664.01,Kepler-1309 b,CONFIRMED,2.66,28.8431751,0.913,3.171,756.7,491.0,13.77,15.0,5151.0,4.528,0.785,298.73523,40.76416,15.652,1.297463147413275
11548140,K00256.01,,FALSE POSITIVE,6.51,1.378649746,0.099,1.2232,22462.0,734.0,68.34,172.2,3440.0,4.82,0.439,285.18512,49.565369,15.373,2.0162354657760435
12110786,K02665.01,,FALSE POSITIVE,0.73,1.112207126,0.402,1.35,54.7,1797.0,2467.09,13.0,6046.0,4.486,0.972,291.5321,50.681599,13.823,0.5481214085096876
5342061,K02666.01,,CANDIDATE,3.47,64.034363,0.985,9.174,758.8,411.0,6.72,16.9,5691.0,4.561,0.783,284.11978,40.524281,15.341,1.4973884086254776
3654095,K02667.01,,FALSE POSITIVE,1.51,1.303576682,0.08,1.021,245.5,1694.0,1940.45,22.1,6045.0,4.494,0.955,293.62442,38.732479,14.834,0.9202827531436926
5078939,K02438.01,,FALSE POSITIVE,1.8,1.958577398,0.59,2.388,453.0,1252.0,579.19,24.5,5402.0,4.568,0.816,284.14609,40.272331,15.902,1.0296194171811581
6867555,K02439.01,Kepler-1239 b,CONFIRMED,1.92,5.19103699,0.117,4.222,290.1,1183.0,462.91,25.2,6321.0,4.417,1.125,293.12738,42.320099,15.438,1.0715836162801904
5339567,K02440.01,Kepler-1240 b,CONFIRMED,1.32,4.86638504,0.176,2.296,143.8,1121.0,372.7,17.1,5688.0,4.333,1.111,282.99973,40.557449,13.987,0.8415671856782186
4459924,K02441.01,,FALSE POSITIVE,0.81,4.79176993,0.372,4.52,116.6,883.0,143.74,23.0,5138.0,4.536,0.756,290.23987,39.564529,14.287,0.5933268452777344
11080405,K02442.01,Kepler-386 c,CONFIRMED,1.95,25.1933989,0.679,4.62,481.2,513.0,16.34,18.0,5009.0,4.491,0.84,289.85889,48.693851,15.629,1.0818051703517284
5529738,K02518.01,,FALSE POSITIVE,24.2,0.759762021,1.183,4.912,227.0,2280.0,6419.35,65.3,6386.0,4.402,1.123,290.53607,40.705849,14.871,3.2268439945173775
4047631,K02519.01,,CANDIDATE,2.25,4.790912471,0.969,0.5134,360.7,717.0,62.51,17.6,4359.0,4.601,0.676,288.9039,39.154209,14.452,1.1786549963416462
10059645,K02520.01,Kepler-1265 b,CONFIRMED,1.75,6.49441464,0.911,2.344,357.3,732.0,68.05,17.7,4769.0,4.557,0.742,284.58578,47.079529,15.602,1.0116009116784799
5364071,K00248.03,Kepler-49 d,CONFIRMED,1.57,2.576571021,0.187,1.5997,852.8,717.0,62.42,63.6,3834.0,4.708,0.539,292.29459,40.591789,15.264,0.9439058989071284
7183745,K02521.01,Kepler-1266 b,CONFIRMED,2.64,28.4750006,0.835,4.718,763.8,489.0,13.5,21.4,4996.0,4.497,0.831,285.86929,42.728088,15.86,1.2919836816486494
8212002,K02593.01,Kepler-1285 b,CONFIRMED,0.98,14.7966306,0.182,5.613,56.1,874.0,138.25,22.4,6175.0,4.299,1.307,281.83533,44.155918,11.714,0.6830968447064438
8004903,K02594.01,Kepler-1286 b,CONFIRMED,2.42,11.25401871,0.603,4.759,433.4,888.0,147.13,17.0,5995.0,4.351,1.118,280.25839,43.835758,15.166,1.2296405510745139
8883329,K02595.01,Kepler-393 b,CONFIRMED,1.24,9.18244299,0.257,4.318,87.6,1052.0,289.74,20.3,6194.0,4.242,1.314,290.99527,45.192211,13.223,0.8064758658669484
8883329,K02595.02,Kepler-393 c,CONFIRMED,1.12,14.6134781,0.086,5.266,72.8,901.0,155.87,15.2,6194.0,4.242,1.314,290.99527,45.192211,13.223,0.7514160886839212
3644653,K02596.01,,FALSE POSITIVE,30.39,119.682075,1.259,31.28,1704.1,351.0,3.59,38.1,5778.0,4.531,0.911,291.20081,38.747849,15.903,3.4464893708538624
11253827,K02672.02,Kepler-396 b,CONFIRMED,3.32,42.9923284,0.643,4.726,1120.1,496.0,14.33,34.1,5593.0,4.45,0.945,296.13281,48.977402,11.921,1.463255402256019
5514383,K00257.01,Kepler-506 b,CONFIRMED,2.63,6.88341278,0.083,2.0674,487.4,1080.0,321.63,35.4,6139.0,4.359,1.193,284.63519,40.71983,10.868,1.2892326482767593
10747445,K02673.01,,FALSE POSITIVE,44.14,4.593595496,1.147,2.7468,45034.0,1022.0,258.12,92.0,5717.0,4.538,0.884,297.46594,48.089329,16.444,3.8097687713893897
8022489,K02674.01,Kepler-1311 d,CONFIRMED,9.52,197.5111484,0.814,11.106,2575.6,391.0,5.54,175.2,5616.0,4.004,1.674,289.65125,43.824421,13.349,2.3532782073095637
8022489,K02674.02,Kepler-1311 b,CONFIRMED,1.5,11.1726723,0.504,6.106,76.8,1019.0,255.06,17.0,5616.0,4.004,1.674,289.65125,43.824421,13.349,0.9162907318741551
8022489,K02674.03,Kepler-1311 c,CONFIRMED,1.36,2.53573284,0.054,3.989,68.0,1671.0,1842.18,25.5,5616.0,4.004,1.674,289.65125,43.824421,13.349,0.8586616190375187
9209624,K02443.01,Kepler-387 b,CONFIRMED,1.01,6.79164656,0.121,3.343,102.6,994.0,230.81,18.5,5772.0,4.351,1.003,287.79819,45.656712,13.987,0.6981347220709844
9209624,K02443.02,Kepler-387 c,CONFIRMED,1.0,11.8376933,0.557,3.381,92.9,826.0,110.03,12.7,5772.0,4.351,1.003,287.79819,45.656712,13.987,0.6931471805599453
3354846,K02444.01,Kepler-1241 b,CONFIRMED,2.53,18.5525162,0.78,4.385,771.5,612.0,33.14,17.2,5569.0,4.566,0.829,294.57623,38.45697,15.714,1.2612978709452054
6516185,K02445.01,,CANDIDATE,11.97,47.3659328,1.085,7.929,757.0,481.0,12.62,16.0,5708.0,4.482,0.902,289.88446,41.906551,15.817,2.5626389983283526
8478994,K00245.03,Kepler-37 b,CONFIRMED,0.27,13.3669309,0.4064,3.733,12.2,656.0,43.71,7.4,5417.0,4.567,0.772,284.05954,44.518215,9.705,0.23901690047049992
3946023,K02447.01,,FALSE POSITIVE,0.83,1.045492348,0.708,2.933,28.7,2291.0,6522.69,21.7,6057.0,4.088,1.457,289.0787,39.04034,12.804,0.6043159668533294
7183745,K02521.02,Kepler-1266 c,CONFIRMED,1.94,4.86634094,0.895,1.885,366.7,881.0,142.39,15.2,4996.0,4.497,0.831,285.86929,42.728088,15.86,1.0784095813505903
9177629,K02522.01,Kepler-1848 b,CONFIRMED,1.25,5.60402307,0.8,1.0273,224.9,774.0,84.65,20.6,4847.0,4.581,0.737,299.38159,45.592239,13.713,0.8109302162163288
7778767,K02523.01,Kepler-1267 b,CONFIRMED,2.88,13.0313583,0.813,4.521,573.3,774.0,84.94,18.9,5514.0,4.345,1.071,299.16953,43.44109,15.829,1.355835153635182
